permit_type,permit_type_desc,permit_num,permit_class_mapped,permit_class,work_class,condominium,project_name,description,property_legal_description,applied_date,issued_date,day_issued,calendar_year_issued,fiscal_year_issued,issuance_method,status_current,status_date,expires_date,completed_date,original_address_1,original_city,original_state,original_zip,latitude,longitude,location
MP,Mechanical Permit,2018-192279 MP,Residential,Residential,New,No,2908 GOVALLE AVE,New construction secondary apartment 2story 2bedroom 15 bath with attached 1car carport covered front porch and partially covered roof top deck,LOT 1A BLK 2 CHERICO SUBD NO 2 RESUB PT LTS 1  2 BLK 2,8/31/18,3/18/19,MONDAY,2019,2019,Permit Center,Final,9/16/19,9/16/19,9/16/19,2908 GOVALLE AVE,EAST AUSTIN,TX,78702,30.26707678,-97.70470024,"(30.26707678, -97.70470024)"
MP,Mechanical Permit,2018-192381 MP,Residential,Single Family Houses,New,No,2910 GOVALLE AVE,New construction single family residential 2story 3 bedroom 25 bath with attached 1car carport covered front porch and partially covered roof top deck New construction secondary apartment 2story 2 bedroom 15 bath with attached 1car carport covered front porch and partially covered roof top deck,LOT 2A BLK 2 CHERICO SUBD NO 2 RESUB PT LTS 1  2 BLK 2,8/31/18,3/18/19,MONDAY,2019,2019,Permit Center,Final,9/16/19,9/16/19,9/16/19,2910 GOVALLE AVE,EAST AUSTIN,TX,78702,30.26703504,-97.70454295,"(30.26703504, -97.70454295)"
MP,Mechanical Permit,2018-192382 MP,Residential,Residential,New,No,2910 GOVALLE AVE,New construction secondary apartment 2story 2 bedroom 15 bath with attached 1car carport covered front porch and partially covered roof top deck,LOT 2A BLK 2 CHERICO SUBD NO 2 RESUB PT LTS 1  2 BLK 2,8/31/18,3/18/19,MONDAY,2019,2019,Permit Center,Final,9/17/19,9/17/19,9/17/19,2910 GOVALLE AVE,EAST AUSTIN,TX,78702,30.26703504,-97.70454295,"(30.26703504, -97.70454295)"
PP,Plumbing Permit,2018-193538 PP,Residential,Residential,Repair,No,3208 GOVALLE AVE,Austin Water Violation Plumbing Permit,LOT 1 RESUB OF A PART OF OLT 47 DIV A SIMPSON ARCHIE H RESUB,11/8/18,1/10/19,THURSDAY,2019,2019,Permit Center,Final,1/11/19,1/11/19,1/11/19,3208 GOVALLE AVE,EAST AUSTIN,TX,78702,30.26594087,-97.70135040000001,"(30.26594087, -97.7013504)"
BP,Building Permit,2018-193570 BP,Commercial,Renovations/Remodel,Remodel,No,1023 SPRINGDALE RD BLDG 12 UNIT B,Tenant Finish Out to Create Office,LOT 1 BLK A 1023 SUBD,10/26/18,1/29/19,TUESDAY,2019,2019,Permit Center,Final,3/14/19,3/14/19,3/14/19,1023 SPRINGDALE RD BLDG 12 UNIT B,EAST AUSTIN,TX,78721,30.26766034,-97.69348674,"(30.26766034, -97.69348674)"
EP,Electrical Permit,2018-193716 EP,Residential,Single Family Houses,New,No,2802 CASTRO ST,New construction single family residential 2story 3 bedroom 25 bath with attached 1car garage covered front porch covered rear patio 2nd story balcony habitable attic and roof top deck off the attic New construction secondary apartment 2story 3 bedroom 25 bath with attached 1car garage covered front porch and rear balcony,LOT 24  E10FT OF LOT 25 BLK 6 OLT 2627 OLT 3233 DIV A CHERNOSKY NO 12,9/19/18,2/17/19,SUNDAY,2019,2019,Permit Center,Final,6/13/19,6/13/19,6/13/19,2802 CASTRO ST,EAST AUSTIN,TX,78702,30.26275683,-97.70782781,"(30.26275683, -97.70782781)"
MP,Mechanical Permit,2018-193716 MP,Residential,Single Family Houses,New,No,2802 CASTRO ST,New construction single family residential 2story 3 bedroom 25 bath with attached 1car garage covered front porch covered rear patio 2nd story balcony habitable attic and roof top deck off the attic New construction secondary apartment 2story 3 bedroom 25 bath with attached 1car garage covered front porch and rear balcony,LOT 24  E10FT OF LOT 25 BLK 6 OLT 2627 OLT 3233 DIV A CHERNOSKY NO 12,9/19/18,1/29/19,TUESDAY,2019,2019,Permit Center,Final,9/25/19,9/25/19,9/25/19,2802 CASTRO ST,EAST AUSTIN,TX,78702,30.26275683,-97.70782781,"(30.26275683, -97.70782781)"
PP,Plumbing Permit,2018-193716 PP,Residential,Single Family Houses,New,No,2802 CASTRO ST,New construction single family residential 2story 3 bedroom 25 bath with attached 1car garage covered front porch covered rear patio 2nd story balcony habitable attic and roof top deck off the attic New construction secondary apartment 2story 3 bedroom 25 bath with attached 1car garage covered front porch and rear balcony,LOT 24  E10FT OF LOT 25 BLK 6 OLT 2627 OLT 3233 DIV A CHERNOSKY NO 12,9/19/18,1/30/19,WEDNESDAY,2019,2019,Permit Center,Final,9/25/19,9/25/19,9/25/19,2802 CASTRO ST,EAST AUSTIN,TX,78702,30.26275683,-97.70782781,"(30.26275683, -97.70782781)"
EP,Electrical Permit,2018-193717 EP,Residential,Residential,New,No,2802 CASTRO ST,New construction secondary apartment 2story 3 bedroom 25 bath with attached 1car garage covered front porch and rear balcony,LOT 24  E10FT OF LOT 25 BLK 6 OLT 2627 OLT 3233 DIV A CHERNOSKY NO 12,9/19/18,1/31/19,THURSDAY,2019,2019,Permit Center,Final,6/13/19,6/13/19,6/13/19,2802 CASTRO ST,EAST AUSTIN,TX,78702,30.26275683,-97.70782781,"(30.26275683, -97.70782781)"
MP,Mechanical Permit,2018-193717 MP,Residential,Residential,New,No,2802 CASTRO ST,New construction secondary apartment 2story 3 bedroom 25 bath with attached 1car garage covered front porch and rear balcony,LOT 24  E10FT OF LOT 25 BLK 6 OLT 2627 OLT 3233 DIV A CHERNOSKY NO 12,9/19/18,1/29/19,TUESDAY,2019,2019,Permit Center,Final,6/26/19,6/26/19,6/26/19,2802 CASTRO ST,EAST AUSTIN,TX,78702,30.26275683,-97.70782781,"(30.26275683, -97.70782781)"
PP,Plumbing Permit,2018-193717 PP,Residential,Residential,New,No,2802 CASTRO ST,New construction secondary apartment 2story 3 bedroom 25 bath with attached 1car garage covered front porch and rear balcony,LOT 24  E10FT OF LOT 25 BLK 6 OLT 2627 OLT 3233 DIV A CHERNOSKY NO 12,9/19/18,1/30/19,WEDNESDAY,2019,2019,Permit Center,Final,7/24/19,7/24/19,7/24/19,2802 CASTRO ST,EAST AUSTIN,TX,78702,30.26275683,-97.70782781,"(30.26275683, -97.70782781)"
EP,Electrical Permit,2018-181546 EP,Residential,Single Family Houses,New,No,1706 CHESTNUT AVE,New 2story SFR w attached carport,LOT 12B W C BELCHER OLT 35 DIV B RESUBD LT 12,9/28/18,1/18/19,FRIDAY,2019,2019,Permit Center,Final,8/15/19,8/15/19,8/15/19,1706 CHESTNUT AVE,EAST AUSTIN,TX,78702,30.27890701,-97.71711073,"(30.27890701, -97.71711073)"
MP,Mechanical Permit,2018-181546 MP,Residential,Single Family Houses,New,No,1706 CHESTNUT AVE,New 2story SFR w attached carport,LOT 12B W C BELCHER OLT 35 DIV B RESUBD LT 12,9/28/18,3/14/19,THURSDAY,2019,2019,Permit Center,Final,8/23/19,8/23/19,8/23/19,1706 CHESTNUT AVE,EAST AUSTIN,TX,78702,30.27890701,-97.71711073,"(30.27890701, -97.71711073)"
EP,Electrical Permit,2018-194111 EP,Residential,Single Family Houses,New,No,1116 E 3RD ST,New construction single family residential 2story 2bedroom 25 bath with a covered front porch covered rear patio and habitable attic office,LOT 67 BLK 13 OLT 2 DIVISION O,6/22/18,9/17/19,TUESDAY,2019,2019,Permit Center,Final,9/2/20,9/2/20,9/2/20,1116 E 3RD ST,EAST AUSTIN,TX,78702,30.262143100000003,-97.73207916,"(30.2621431, -97.73207916)"
EP,Electrical Permit,2018-194112 EP,Residential,Residential,New,No,1116 E 3RD ST,New construction secondary apartment above a detached garage Secondary apartment to include 1 bedroom 1 bath Covered front porch off detached garage,LOT 67 BLK 13 OLT 2 DIVISION O,6/22/18,9/17/19,TUESDAY,2019,2019,Permit Center,Final,7/31/20,7/31/20,7/31/20,1116 E 3RD ST,EAST AUSTIN,TX,78702,30.262143100000003,-97.73207916,"(30.2621431, -97.73207916)"
PP,Plumbing Permit,2018-194112 PP,Residential,Residential,New,No,1116 E 3RD ST,New construction secondary apartment above a detached garage Secondary apartment to include 1 bedroom 1 bath Covered front porch off detached garage,LOT 67 BLK 13 OLT 2 DIVISION O,6/22/18,8/29/19,THURSDAY,2019,2019,Permit Center,Final,9/18/20,9/18/20,9/18/20,1116 E 3RD ST,EAST AUSTIN,TX,78702,30.262143100000003,-97.73207916,"(30.2621431, -97.73207916)"
EP,Electrical Permit,2018-194159 EP,Residential,Single Family Houses,New,No,1114 E 3RD ST,New construction single family residential 2story 2bedroom 25 bath with a covered front porch covered rear patio and habitable attic office,LOT 67 BLK 13 OLT 2 DIVISION O,6/22/18,9/17/19,TUESDAY,2019,2019,Permit Center,Final,9/2/20,9/2/20,9/2/20,1114 E 3RD ST,EAST AUSTIN,TX,78702,30.26216939,-97.73215449,"(30.26216939, -97.73215449)"
EP,Electrical Permit,2018-194160 EP,Residential,Residential,New,No,1114 E 3RD ST,New construction secondary apartment above a detached garage Secondary apartment to include 1 bedroom 1 bath Covered front porch off detached garage,LOT 67 BLK 13 OLT 2 DIVISION O,6/22/18,9/17/19,TUESDAY,2019,2019,Permit Center,Final,7/31/20,7/31/20,7/31/20,1114 E 3RD ST,EAST AUSTIN,TX,78702,30.26216939,-97.73215449,"(30.26216939, -97.73215449)"
PP,Plumbing Permit,2018-194160 PP,Residential,Residential,New,No,1114 E 3RD ST,New construction secondary apartment above a detached garage Secondary apartment to include 1 bedroom 1 bath Covered front porch off detached garage,LOT 67 BLK 13 OLT 2 DIVISION O,6/22/18,8/29/19,THURSDAY,2019,2019,Permit Center,Final,9/16/20,9/16/20,9/16/20,1114 E 3RD ST,EAST AUSTIN,TX,78702,30.26216939,-97.73215449,"(30.26216939, -97.73215449)"
EP,Electrical Permit,2018-194582 EP,Residential,Renovations/Remodel,Addition and Remodel,No,3004 BREEZE TER,Partial Demo to remove two exterior walls and partial roof Remodel the entire existing house new plumbing new electrical new insulation new sheetrock new HVAC remove interior walls between Living Rm  Dining Rm  Dining  Kitchen to create more space Addition to expand existing Kitchen add Laundry Rm and add Master Bathroom to rear of existing 1 story SF res,LOT 45 BLK 7 OLT 31 DIV C FOREST HILLS RESUB,9/5/18,3/5/19,TUESDAY,2019,2019,Permit Center,Final,6/18/19,6/18/19,6/18/19,3004 BREEZE TER,EAST AUSTIN,TX,78722,30.28615463,-97.71874921,"(30.28615463, -97.71874921)"
MP,Mechanical Permit,2018-194582 MP,Residential,Renovations/Remodel,Addition and Remodel,No,3004 BREEZE TER,Partial Demo to remove two exterior walls and partial roof Remodel the entire existing house new plumbing new electrical new insulation new sheetrock new HVAC remove interior walls between Living Rm  Dining Rm  Dining  Kitchen to create more space Addition to expand existing Kitchen add Laundry Rm and add Master Bathroom to rear of existing 1 story SF res,LOT 45 BLK 7 OLT 31 DIV C FOREST HILLS RESUB,9/5/18,2/22/19,FRIDAY,2019,2019,Permit Center,Final,7/22/19,7/22/19,7/22/19,3004 BREEZE TER,EAST AUSTIN,TX,78722,30.28615463,-97.71874921,"(30.28615463, -97.71874921)"
PP,Plumbing Permit,2018-194582 PP,Residential,Renovations/Remodel,Addition and Remodel,No,3004 BREEZE TER,Partial Demo to remove two exterior walls and partial roof Remodel the entire existing house new plumbing new electrical new insulation new sheetrock new HVAC remove interior walls between Living Rm  Dining Rm  Dining  Kitchen to create more space Addition to expand existing Kitchen add Laundry Rm and add Master Bathroom to rear of existing 1 story SF res,LOT 45 BLK 7 OLT 31 DIV C FOREST HILLS RESUB,9/5/18,2/19/19,TUESDAY,2019,2019,Permit Center,Final,6/19/19,6/19/19,6/19/19,3004 BREEZE TER,EAST AUSTIN,TX,78722,30.28615463,-97.71874921,"(30.28615463, -97.71874921)"
MP,Mechanical Permit,2018-194663 MP,Residential,Single Family Houses,New,No,1126 RICHARDINE AVE,Expedited Review New construction of single family residence 335,LOT 15 BLK 7 BROOKSDALE,6/12/18,6/19/19,WEDNESDAY,2019,2019,Permit Center,Final,7/9/20,7/9/20,7/9/20,1126 RICHARDINE AVE,EAST AUSTIN,TX,78721,30.26963321,-97.6860626,"(30.26963321, -97.6860626)"
BP,Building Permit,2018-194851 BP,Residential,Single Family Houses,New,No,1732 HILLCREST LN,Expedited Review Eplan  No paper plans New 66 2 story duplex with exempted attic and attached garages,LOT 13 BLK C TRUMAN HEIGHTS,10/31/18,6/8/19,SATURDAY,2019,2019,Permit Center,Final,1/22/20,1/22/20,1/22/20,1732 HILLCREST LN,EAST AUSTIN,TX,78721,30.28040056,-97.67594668,"(30.28040056, -97.67594668)"
MP,Mechanical Permit,2018-194851 MP,Residential,Single Family Houses,New,No,1732 HILLCREST LN,Expedited Review Eplan  No paper plans New 66 2 story duplex with exempted attic and attached garages,LOT 13 BLK C TRUMAN HEIGHTS,10/31/18,6/8/19,SATURDAY,2019,2019,Permit Center,Final,1/16/20,1/16/20,1/16/20,1732 HILLCREST LN,EAST AUSTIN,TX,78721,30.28040056,-97.67594668,"(30.28040056, -97.67594668)"
MP,Mechanical Permit,2018-194866 MP,Residential,Single Family Houses,New,No,4710 REYES ST,Expedited Review New construction of single family residence 2 story 33 with attached garage and roof deck,LOT 8 BLK 1 CHERNOSKY NO 8,9/21/18,2/15/19,FRIDAY,2019,2019,Permit Center,Final,11/7/19,11/7/19,11/7/19,4710 REYES ST,EAST AUSTIN,TX,78721,30.27441579,-97.68804502,"(30.27441579, -97.68804502)"
MP,Mechanical Permit,2018-194867 MP,Residential,Residential,New,No,4710 REYES ST,Expedited Review New 2 story 225 secondary apt with attached garage and roof deck,LOT 8 BLK 1 CHERNOSKY NO 8,9/21/18,2/15/19,FRIDAY,2019,2019,Permit Center,Final,9/13/19,9/13/19,9/13/19,4710 REYES ST,EAST AUSTIN,TX,78721,30.27441579,-97.68804502,"(30.27441579, -97.68804502)"
PP,Plumbing Permit,2018-195251 PP,Residential,Residential,Repair,No,3314 CHERRYWOOD RD,Austin Water Violation Plumbing Permit,LOT 16 BLK 5 OLT 30 DIV C UPLAND ADDN,11/13/18,1/8/19,TUESDAY,2019,2019,Permit Center,Final,1/31/19,1/31/19,1/31/19,3314 CHERRYWOOD RD,EAST AUSTIN,TX,78722,30.2892423,-97.71546782,"(30.2892423, -97.71546782)"
MP,Mechanical Permit,2018-195351 MP,Residential,Single Family Houses,New,No,4712 REYES ST,Expedited Review  new 2 story single family residence 33 with attached garage and roof deck,LOT 7 BLK 1 CHERNOSKY NO 8,9/21/18,3/12/19,TUESDAY,2019,2019,Permit Center,Final,8/8/19,8/8/19,8/8/19,4712 REYES ST,EAST AUSTIN,TX,78721,30.27430302,-97.68791185,"(30.27430302, -97.68791185)"
MP,Mechanical Permit,2018-195352 MP,Residential,Residential,New,No,4712 REYES ST,Expedited Review New 2 story 225 secondary apt with attached garage and roof deck,LOT 7 BLK 1 CHERNOSKY NO 8,9/21/18,3/7/19,THURSDAY,2019,2019,Permit Center,Final,7/23/19,7/23/19,7/23/19,4712 REYES ST,EAST AUSTIN,TX,78721,30.27430302,-97.68791185,"(30.27430302, -97.68791185)"
EP,Electrical Permit,2018-196260 EP,Residential,Renovations/Remodel,Addition and Remodel,No,3107 WALNUT AVE,Partial Demo Addition remodel Demolition of driveway back deck detached garage and carport New driveway Addition at rear of residence New covered screened porch Interior remodel,N616FT OF LOT 1   S58FT OF LOT 2 OLT 3234 DIV C FOREST HILLS D,9/7/18,1/8/19,TUESDAY,2019,2019,Permit Center,Final,7/1/19,7/1/19,7/1/19,3107 WALNUT AVE,EAST AUSTIN,TX,78722,30.28581504,-97.71410614,"(30.28581504, -97.71410614)"
MP,Mechanical Permit,2018-196260 MP,Residential,Renovations/Remodel,Addition and Remodel,No,3107 WALNUT AVE,Partial Demo Addition remodel Demolition of driveway back deck detached garage and carport New driveway Addition at rear of residence New covered screened porch Interior remodel,N616FT OF LOT 1   S58FT OF LOT 2 OLT 3234 DIV C FOREST HILLS D,9/7/18,4/4/19,THURSDAY,2019,2019,Permit Center,Final,7/8/19,7/8/19,7/8/19,3107 WALNUT AVE,EAST AUSTIN,TX,78722,30.28581504,-97.71410614,"(30.28581504, -97.71410614)"
MP,Mechanical Permit,2018-196820 MP,Residential,Apartments,New,No,1111 BROOKSWOOD AVE,Expedited Review new construction of 2 story duplex residence 65,LOT 26 BROOKSWOOD,9/21/18,1/11/19,FRIDAY,2019,2019,Permit Center,Final,5/23/19,5/23/19,5/23/19,1111 BROOKSWOOD AVE,EAST AUSTIN,TX,78721,30.26452467,-97.68947251,"(30.26452467, -97.68947251)"
MP,Mechanical Permit,2018-196851 MP,Commercial,Renovations/Remodel,Remodel,No,4824 E CESAR CHAVEZ ST,Expedited Review  Eplan no paper Change of use and Interior remodel from Warehouse to Brew Pub work to include Kitchen Bar and Tap Room,LOT 2 CAPITOL MACHINE WORKS ADDN,8/28/18,2/11/19,MONDAY,2019,2019,Permit Center,Final,10/30/19,10/30/19,10/30/19,4824 E CESAR CHAVEZ ST,EAST AUSTIN,TX,78702,30.25201721,-97.70155253,"(30.25201721, -97.70155253)"
PP,Plumbing Permit,2018-196851 PP,Commercial,Renovations/Remodel,Remodel,No,4824 E CESAR CHAVEZ ST,Expedited Review  Eplan no paper Change of use and Interior remodel from Warehouse to Brew Pub work to include Kitchen Bar and Tap Room,LOT 2 CAPITOL MACHINE WORKS ADDN,8/28/18,1/16/19,WEDNESDAY,2019,2019,Permit Center,Final,11/4/19,11/4/19,11/4/19,4824 E CESAR CHAVEZ ST,EAST AUSTIN,TX,78702,30.25201721,-97.70155253,"(30.25201721, -97.70155253)"
MP,Mechanical Permit,2018-197337 MP,Residential,Single Family Houses,New,No,900 LINCOLN ST,New 2story SFR New inground pool,N 4037FT OF LOT 9  N6521FT OF LOT 10 BLK 19 GRANDVIEW PLACE,9/7/18,10/1/19,TUESDAY,2019,2020,Permit Center,Final,7/24/20,7/24/20,7/24/20,900 LINCOLN ST,EAST AUSTIN,TX,78702,30.26426789,-97.72012454,"(30.26426789, -97.72012454)"
PP,Plumbing Permit,2018-197337 PP,Residential,Single Family Houses,New,No,900 LINCOLN ST,New 2story SFR New inground pool,N 4037FT OF LOT 9  N6521FT OF LOT 10 BLK 19 GRANDVIEW PLACE,9/7/18,5/1/19,WEDNESDAY,2019,2019,Permit Center,Final,7/24/20,7/24/20,7/24/20,900 LINCOLN ST,EAST AUSTIN,TX,78702,30.26426789,-97.72012454,"(30.26426789, -97.72012454)"
MP,Mechanical Permit,2018-197846 MP,Residential,Residential,New,No,4605 LESLIE AVE BLDG  2,New construction secondary apartment 1story 2 bedroom 2 bath with covered front porch and covered rear patio New wooden walkway for exterior visitability route,LOT 3 BLK 3 CEDAR VALLEY,10/17/18,3/11/19,MONDAY,2019,2019,Permit Center,Final,10/1/19,10/1/19,10/1/19,4605 LESLIE AVE BLDG 1,EAST AUSTIN,TX,78721,30.28213906,-97.68446153,"(30.28213906, -97.68446153)"
PP,Plumbing Permit,2018-197846 PP,Residential,Residential,New,No,4605 LESLIE AVE BLDG 2,New construction secondary apartment 1story 2 bedroom 2 bath with covered front porch and covered rear patio New wooden walkway for exterior visitability route,LOT 3 BLK 3 CEDAR VALLEY,10/17/18,2/28/19,THURSDAY,2019,2019,Permit Center,Final,10/2/19,10/2/19,10/2/19,4605 LESLIE AVE BLDG 1,EAST AUSTIN,TX,78721,30.28213906,-97.68446153,"(30.28213906, -97.68446153)"
MP,Mechanical Permit,2018-197847 MP,Residential,Renovations/Remodel,Addition and Remodel,No,4605 LESLIE AVE BLDG 1,Addition to existing single family residential to include two new full baths Extensive interior remodel complete floor plan renovation,LOT 3 BLK 3 CEDAR VALLEY,10/17/18,3/11/19,MONDAY,2019,2019,Permit Center,Final,9/27/19,9/27/19,9/27/19,4605 LESLIE AVE BLDG 1,EAST AUSTIN,TX,78721,30.28213906,-97.68446153,"(30.28213906, -97.68446153)"
PP,Plumbing Permit,2018-197847 PP,Residential,Renovations/Remodel,Addition and Remodel,No,4605 LESLIE AVE BLDG 1,Addition to existing single family residential to include two new full baths Extensive interior remodel complete floor plan renovation,LOT 3 BLK 3 CEDAR VALLEY,10/17/18,2/28/19,THURSDAY,2019,2019,Permit Center,Final,9/27/19,9/27/19,9/27/19,4605 LESLIE AVE BLDG 1,EAST AUSTIN,TX,78721,30.28213906,-97.68446153,"(30.28213906, -97.68446153)"
EP,Electrical Permit,2018-197911 EP,Commercial,Renovations/Remodel,Remodel,No,1075 SPRINGDALE RD,Expedited Review Interior remodel to existing Restaurant,LOT 3 BLK 1 PECAN VALLEY,7/10/18,2/19/19,TUESDAY,2019,2019,Permit Center,Final,5/16/19,5/16/19,5/16/19,1075 SPRINGDALE RD,EAST AUSTIN,TX,78721,30.27231567,-97.69076744,"(30.27231567, -97.69076744)"
MP,Mechanical Permit,2018-197911 MP,Commercial,Renovations/Remodel,Remodel,No,1075 SPRINGDALE RD,Expedited Review Interior remodel to existing Restaurant,LOT 3 BLK 1 PECAN VALLEY,7/10/18,3/17/19,SUNDAY,2019,2019,Permit Center,Final,5/15/19,5/15/19,5/15/19,1075 SPRINGDALE RD,EAST AUSTIN,TX,78721,30.27231567,-97.69076744,"(30.27231567, -97.69076744)"
PP,Plumbing Permit,2018-197911 PP,Commercial,Renovations/Remodel,Remodel,No,1075 SPRINGDALE RD,Expedited Review Interior remodel to existing Restaurant,LOT 3 BLK 1 PECAN VALLEY,7/10/18,2/6/19,WEDNESDAY,2019,2019,Permit Center,Final,5/16/19,5/16/19,5/16/19,1075 SPRINGDALE RD,EAST AUSTIN,TX,78721,30.27231567,-97.69076744,"(30.27231567, -97.69076744)"
EP,Electrical Permit,2018-197947 EP,Residential,Renovations/Remodel,Addition and Remodel,No,62 NAVASOTA ST,Converting portion of garage into condition space Existing garage apartment above to remodeled Exterior envelope will not change Both meters will be placed on new rack for perm service,N50 FT OF LOT 14 OLT 45 DIV O WENDLANDT  STAEHELY RESUB,8/24/18,1/14/19,MONDAY,2019,2019,Permit Center,Final,6/18/19,6/18/19,6/18/19,62 NAVASOTA ST,EAST AUSTIN,TX,78702,30.25599261,-97.73217833,"(30.25599261, -97.73217833)"
PP,Plumbing Permit,2018-197947 PP,Residential,Renovations/Remodel,Addition and Remodel,No,62 NAVASOTA ST,Converting portion of garage into condition space Existing garage apartment above to remodeled Exterior envelope will not change,N50 FT OF LOT 14 OLT 45 DIV O WENDLANDT  STAEHELY RESUB,8/24/18,2/1/19,FRIDAY,2019,2019,Permit Center,Final,7/15/19,7/15/19,7/15/19,62 NAVASOTA ST,EAST AUSTIN,TX,78702,30.25599261,-97.73217833,"(30.25599261, -97.73217833)"
EP,Electrical Permit,2018-198031 EP,Residential,Residential,New,No,1407 HASKELL ST,Expedited Review New Construction 33 2 story accessory dwelling with storage and garage located on 1st floor may be occupied only by a family that has at least one member employed onsite for security maintenance management supervision or personal service,W 53 FT LOT 3 BLK 2 OLT 57 DIV O MAGNOLIA ADDN,9/28/18,4/26/19,FRIDAY,2019,2019,Permit Center,Final,12/2/19,12/2/19,12/2/19,1407 HASKELL ST,EAST AUSTIN,TX,78702,30.25395601,-97.73197658,"(30.25395601, -97.73197658)"
MP,Mechanical Permit,2018-198031 MP,Residential,Residential,New,No,1407 HASKELL ST,Expedited Review New Construction 33 2 story accessory dwelling with storage and garage located on 1st floor may be occupied only by a family that has at least one member employed onsite for security maintenance management supervision or personal service,W 53 FT LOT 3 BLK 2 OLT 57 DIV O MAGNOLIA ADDN,9/28/18,6/6/19,THURSDAY,2019,2019,Permit Center,Final,12/16/19,12/16/19,12/16/19,1407 HASKELL ST,EAST AUSTIN,TX,78702,30.25395601,-97.73197658,"(30.25395601, -97.73197658)"
PP,Plumbing Permit,2018-198031 PP,Residential,Residential,New,No,1407 HASKELL ST,Expedited Review New Construction 33 2 story accessory dwelling with storage and garage located on 1st floor may be occupied only by a family that has at least one member employed onsite for security maintenance management supervision or personal service,W 53 FT LOT 3 BLK 2 OLT 57 DIV O MAGNOLIA ADDN,9/28/18,4/16/19,TUESDAY,2019,2019,Permit Center,Final,12/16/19,12/16/19,12/16/19,1407 HASKELL ST,EAST AUSTIN,TX,78702,30.25395601,-97.73197658,"(30.25395601, -97.73197658)"
EP,Electrical Permit,2018-198032 EP,Residential,Residential,New,No,1407 HASKELL ST,Expedited Review New Pool,W 53 FT LOT 3 BLK 2 OLT 57 DIV O MAGNOLIA ADDN,9/28/18,4/3/19,WEDNESDAY,2019,2019,Permit Center,Final,12/20/19,12/20/19,12/20/19,1407 HASKELL ST,EAST AUSTIN,TX,78702,30.25395601,-97.73197658,"(30.25395601, -97.73197658)"
PP,Plumbing Permit,2018-198032 PP,Residential,Residential,New,No,1407 HASKELL ST,Expedited Review New Pool,W 53 FT LOT 3 BLK 2 OLT 57 DIV O MAGNOLIA ADDN,9/28/18,4/16/19,TUESDAY,2019,2019,Permit Center,Final,12/23/19,12/23/19,12/23/19,1407 HASKELL ST,EAST AUSTIN,TX,78702,30.25395601,-97.73197658,"(30.25395601, -97.73197658)"
MP,Mechanical Permit,2018-198219 MP,Residential,Renovations/Remodel,Addition and Remodel,No,2512 HIDALGO ST,Partial demo Interior Remodel Enlarging window,LOT 77 OLT 22 DIV A SIMMS PAUL O,10/24/18,2/28/19,THURSDAY,2019,2019,Permit Center,Final,7/17/19,7/17/19,7/17/19,2512 HIDALGO ST,EAST AUSTIN,TX,78702,30.25959535,-97.71327132,"(30.25959535, -97.71327132)"
MP,Mechanical Permit,2018-198858 MP,Commercial,Commercial,Remodel,No,1212 CHICON ST UNIT 104,Change Of Use from Retail to Personal Improvement Services and Tenant Finish Out,1806 AC OF LOT 5 BLK 4 OLT 36 DIV B JOHNS C R SUBD,10/25/18,1/11/19,FRIDAY,2019,2019,Permit Center,Final,2/14/19,2/14/19,2/14/19,1212 CHICON ST UNIT 104,EAST AUSTIN,TX,78702,30.27436935,-97.72023134,"(30.27436935, -97.72023134)"
EP,Electrical Permit,2018-198934 EP,Residential,Single Family Houses,New,No,3610 THOMPSON ST,New 2story SFR w attached garage 425,LOT 3 BLK 3 OLT 48 DIV A GOODWIN E C,6/18/18,1/16/19,WEDNESDAY,2019,2019,Permit Center,Final,1/29/20,1/29/20,1/29/20,3610 THOMPSON ST,EAST AUSTIN,TX,78702,30.26603537,-97.69725097,"(30.26603537, -97.69725097)"
EP,Electrical Permit,2018-198935 EP,Residential,Residential,New,No,3610 THOMPSON ST  SECONDARY,New 2story secondary dwelling unit 215,LOT 3 BLK 3 OLT 48 DIV A GOODWIN E C,6/18/18,1/16/19,WEDNESDAY,2019,2019,Permit Center,Final,1/29/20,1/29/20,1/29/20,3610 THOMPSON ST,EAST AUSTIN,TX,78702,30.26603537,-97.69725097,"(30.26603537, -97.69725097)"
EP,Electrical Permit,2018-199140 EP,Residential,Renovations/Remodel,Addition,No,108 CHICON ST,Permitting 3D printed structure for SXSW into an accessory structure with a 12 bathroom  Flatwork being removed to get impervious cover under 45,LOT 3 BLK 3 OLT 22 DIV O BURNS T,10/24/18,2/6/19,WEDNESDAY,2019,2019,Permit Center,Final,3/6/19,3/6/19,3/6/19,108 CHICON ST,EAST AUSTIN,TX,78702,30.25784244,-97.724547,"(30.25784244, -97.724547)"
MP,Mechanical Permit,2018-199140 MP,Residential,Renovations/Remodel,Addition,No,108 CHICON ST,Permitting 3D printed structure for SXSW into an accessory structure with a 12 bathroom  Flatwork being removed to get impervious cover under 45,LOT 3 BLK 3 OLT 22 DIV O BURNS T,10/24/18,2/11/19,MONDAY,2019,2019,Permit Center,Final,3/6/19,3/6/19,3/6/19,108 CHICON ST,EAST AUSTIN,TX,78702,30.25784244,-97.724547,"(30.25784244, -97.724547)"
